"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"HDFC","EQ","10-Jan-2020","       2457.40","       2465.00","       2477.65","       2440.30","       2460.00","       2457.55","       2457.59","    2082060","          5116849567.70","     101887"
"HDFC","EQ","13-Jan-2020","       2457.55","       2461.10","       2471.05","       2441.00","       2461.50","       2462.55","       2452.05","    3401754","          8341254561.05","     114337"
"HDFC","EQ","14-Jan-2020","       2462.55","       2463.65","       2499.90","       2446.60","       2488.30","       2492.30","       2476.40","    2549328","          6313164443.50","      94187"
"HDFC","EQ","15-Jan-2020","       2492.30","       2483.95","       2495.00","       2453.55","       2491.70","       2488.60","       2478.41","    2279961","          5650678838.90","      84002"
"HDFC","EQ","16-Jan-2020","       2488.60","       2486.00","       2495.75","       2471.80","       2481.45","       2482.10","       2483.17","    1794295","          4455532994.00","      93656"
"HDFC","EQ","17-Jan-2020","       2482.10","       2467.75","       2479.00","       2448.25","       2452.70","       2453.95","       2461.39","    2250437","          5539209315.00","     158586"
"HDFC","EQ","20-Jan-2020","       2453.95","       2474.00","       2486.55","       2440.40","       2454.30","       2454.35","       2458.95","    2274456","          5592774717.15","      71888"
"HDFC","EQ","21-Jan-2020","       2454.35","       2443.00","       2485.90","       2432.00","       2465.00","       2465.45","       2460.71","    2404025","          5915603566.35","      72342"
"HDFC","EQ","22-Jan-2020","       2465.45","       2474.00","       2483.35","       2412.20","       2418.00","       2416.60","       2436.65","    3356004","          8177410518.70","      81156"
"HDFC","EQ","23-Jan-2020","       2416.60","       2422.00","       2436.40","       2404.35","       2429.00","       2428.40","       2422.03","    1812646","          4390290577.90","      63207"
"HDFC","EQ","24-Jan-2020","       2428.40","       2423.00","       2458.60","       2411.40","       2449.15","       2450.75","       2440.79","    2178412","          5317035467.10","      80669"
"HDFC","EQ","27-Jan-2020","       2450.75","       2433.00","       2445.00","       2388.50","       2389.95","       2395.80","       2415.90","    2543177","          6144072138.40","      93233"
"HDFC","EQ","28-Jan-2020","       2395.80","       2413.00","       2471.70","       2410.00","       2433.40","       2431.60","       2444.00","    6698252","         16370561186.60","     282764"
"HDFC","EQ","29-Jan-2020","       2431.60","       2446.00","       2447.50","       2400.00","       2406.30","       2404.25","       2426.93","    2692713","          6535014985.35","     118940"
"HDFC","EQ","30-Jan-2020","       2404.25","       2413.00","       2428.70","       2386.90","       2411.00","       2415.00","       2412.56","    2807667","          6773672531.90","     162717"
"HDFC","EQ","31-Jan-2020","       2415.00","       2417.00","       2434.75","       2404.50","       2416.40","       2414.00","       2418.92","    2828509","          6841949879.55","     126462"
"HDFC","EQ","01-Feb-2020","       2414.00","       2406.00","       2422.70","       2252.75","       2262.00","       2268.25","       2327.26","    3906937","          9092474364.20","     132400"
"HDFC","EQ","03-Feb-2020","       2268.25","       2250.00","       2298.05","       2228.20","       2265.00","       2259.75","       2267.40","    5220749","         11837535196.60","     243016"
"HDFC","EQ","04-Feb-2020","       2259.75","       2265.60","       2351.00","       2265.60","       2344.40","       2345.95","       2322.43","    3288687","          7637738602.20","     114074"
"HDFC","EQ","05-Feb-2020","       2345.95","       2345.55","       2395.50","       2326.20","       2390.50","       2391.65","       2367.47","    3244383","          7680979374.75","     136750"
"HDFC","EQ","06-Feb-2020","       2391.65","       2390.00","       2447.80","       2369.65","       2433.00","       2436.45","       2417.21","    3536393","          8548207985.50","     155820"
"HDFC","EQ","07-Feb-2020","       2436.45","       2428.10","       2452.30","       2398.35","       2405.00","       2405.65","       2420.22","    2193190","          5307998215.80","      98881"
"HDFC","EQ","10-Feb-2020","       2405.65","       2405.00","       2425.30","       2391.05","       2412.10","       2414.30","       2411.39","    2056525","          4959076230.95","      90906"
"HDFC","EQ","11-Feb-2020","       2414.30","       2424.45","       2441.75","       2420.20","       2436.00","       2435.15","       2432.03","    1732762","          4214124061.85","      93693"
"HDFC","EQ","12-Feb-2020","       2435.15","       2449.50","       2487.00","       2427.90","       2433.00","       2437.60","       2452.85","    4173099","         10235994516.55","     132455"
"HDFC","EQ","13-Feb-2020","       2437.60","       2426.00","       2444.15","       2399.00","       2404.00","       2403.65","       2413.10","    2280271","          5502526882.00","     121230"
"HDFC","EQ","14-Feb-2020","       2403.65","       2402.00","       2425.85","       2389.40","       2400.25","       2401.75","       2403.91","    2611510","          6277832031.30","     122829"
"HDFC","EQ","17-Feb-2020","       2401.75","       2401.75","       2406.65","       2345.15","       2349.90","       2350.25","       2365.00","    2398556","          5672596634.65","     113614"
"HDFC","EQ","18-Feb-2020","       2350.25","       2349.00","       2349.00","       2304.00","       2324.05","       2318.80","       2320.71","    2345063","          5442220042.85","     126995"
"HDFC","EQ","19-Feb-2020","       2318.80","       2343.00","       2385.00","       2330.05","       2379.00","       2377.25","       2357.57","    2088724","          4924315569.70","      91408"
"HDFC","EQ","20-Feb-2020","       2377.25","       2364.00","       2377.50","       2349.05","       2368.50","       2369.50","       2365.67","    3351611","          7928804253.45","     146323"
"HDFC","EQ","24-Feb-2020","       2369.50","       2355.00","       2365.20","       2280.10","       2303.85","       2292.30","       2311.58","    4238039","          9796556094.40","     195151"
"HDFC","EQ","25-Feb-2020","       2292.30","       2309.00","       2320.75","       2285.00","       2307.00","       2302.60","       2305.40","    3292922","          7591505237.15","     131292"
"HDFC","EQ","26-Feb-2020","       2302.60","       2278.00","       2309.50","       2253.55","       2276.50","       2281.45","       2284.08","    6163133","         14077071477.45","     176704"
"HDFC","EQ","27-Feb-2020","       2281.45","       2279.80","       2289.60","       2244.55","       2265.95","       2272.20","       2270.66","    3261885","          7406620648.30","     192211"
"HDFC","EQ","28-Feb-2020","       2272.20","       2228.55","       2228.55","       2162.30","       2186.00","       2175.75","       2191.99","    7715143","         16911538106.80","     263271"
"HDFC","EQ","02-Mar-2020","       2175.75","       2215.00","       2248.35","       2153.80","       2183.70","       2179.65","       2208.23","    3957634","          8739351975.55","     169811"
"HDFC","EQ","03-Mar-2020","       2179.65","       2201.70","       2226.90","       2173.30","       2194.95","       2191.40","       2196.19","    4229070","          9287853685.35","     164672"
"HDFC","EQ","04-Mar-2020","       2191.40","       2207.00","       2216.60","       2180.20","       2209.10","       2206.05","       2200.31","    4460096","          9813578241.55","     149261"
"HDFC","EQ","05-Mar-2020","       2206.05","       2206.00","       2232.20","       2183.00","       2189.00","       2195.05","       2206.08","    3916762","          8640675108.85","     166673"
"HDFC","EQ","06-Mar-2020","       2195.05","       2145.00","       2145.00","       2092.80","       2109.50","       2109.45","       2112.92","    5414446","         11440293042.55","     206756"
"HDFC","EQ","09-Mar-2020","       2109.45","       2067.30","       2067.30","       1981.20","       2025.50","       2027.90","       2027.04","    5051322","         10239209033.15","     202229"
"HDFC","EQ","11-Mar-2020","       2027.90","       1970.00","       2073.85","       1970.00","       2040.35","       2036.25","       2039.08","    6997019","         14267473437.25","     235413"
"HDFC","EQ","12-Mar-2020","       2036.25","       1990.00","       1990.00","       1861.10","       1874.50","       1875.70","       1921.57","    8837533","         16981957676.70","     295321"
"HDFC","EQ","13-Mar-2020","       1875.70","       1780.05","       2123.70","       1688.15","       2072.65","       2066.80","       1967.57","   14173637","         27887643749.70","     335277"
"HDFC","EQ","16-Mar-2020","       2066.80","       1964.00","       1979.50","       1825.00","       1858.00","       1841.75","       1898.10","   10672843","         20258137719.40","     338858"
"HDFC","EQ","17-Mar-2020","       1841.75","       1858.05","       1869.90","       1740.00","       1755.85","       1755.80","       1805.32","    6682574","         12064165339.55","     257685"
"HDFC","EQ","18-Mar-2020","       1755.80","       1771.00","       1784.70","       1602.40","       1633.25","       1622.55","       1692.03","    9070671","         15347878606.05","     318627"
"HDFC","EQ","19-Mar-2020","       1622.55","       1502.10","       1703.95","       1490.10","       1620.00","       1617.60","       1582.02","   11254232","         17804402634.85","     382998"
"HDFC","EQ","20-Mar-2020","       1617.60","       1624.00","       1776.90","       1535.20","       1776.90","       1753.95","       1667.01","   11377225","         18966004675.35","     313895"
"HDFC","EQ","23-Mar-2020","       1753.95","       1578.60","       1673.25","       1500.00","       1520.70","       1520.70","       1588.03","    9474584","         15045929137.20","     289498"
"HDFC","EQ","24-Mar-2020","       1520.70","       1554.00","       1649.70","       1473.45","       1504.35","       1505.10","       1555.48","    8900025","         13843781637.45","     360837"
"HDFC","EQ","25-Mar-2020","       1505.10","       1476.00","       1655.60","       1476.00","       1655.60","       1646.05","       1573.18","   10417560","         16388732588.35","     311380"
"HDFC","EQ","26-Mar-2020","       1646.05","       1689.50","       1843.45","       1671.20","       1755.00","       1733.25","       1750.18","   12104359","         21184811466.10","     289135"
"HDFC","EQ","27-Mar-2020","       1733.25","       1785.20","       1849.65","       1710.05","       1755.45","       1754.00","       1778.98","    9048464","         16097031294.15","     254613"
"HDFC","EQ","30-Mar-2020","       1754.00","       1667.30","       1699.00","       1548.00","       1564.00","       1558.75","       1618.03","    8670691","         14029421577.00","     306298"
"HDFC","EQ","31-Mar-2020","       1558.75","       1625.00","       1666.55","       1582.00","       1625.00","       1633.10","       1622.46","   10444821","         16946278907.20","     310677"
"HDFC","EQ","01-Apr-2020","       1633.10","       1645.50","       1693.60","       1575.90","       1588.00","       1583.50","       1608.21","    6752017","         10858669940.45","     188955"
"HDFC","EQ","03-Apr-2020","       1583.50","       1575.50","       1578.80","       1482.25","       1499.75","       1499.55","       1512.61","   10149442","         15352154498.85","     342735"
"HDFC","EQ","07-Apr-2020","       1499.55","       1574.70","       1577.50","       1517.60","       1570.00","       1555.15","       1542.02","   12307166","         18977864315.65","     454758"
"HDFC","EQ","08-Apr-2020","       1555.15","       1543.40","       1692.00","       1535.00","       1560.00","       1558.80","       1604.88","    8974987","         14403795607.45","     230116"
"HDFC","EQ","09-Apr-2020","       1558.80","       1587.70","       1714.65","       1587.50","       1702.00","       1703.10","       1669.67","    8572034","         14312462272.00","     305756"
"HDFC","EQ","13-Apr-2020","       1703.10","       1725.00","       1763.75","       1646.55","       1662.00","       1655.20","       1680.31","    7287804","         12245737787.20","     285995"
"HDFC","EQ","15-Apr-2020","       1655.20","       1708.50","       1710.00","       1584.90","       1597.00","       1596.30","       1643.03","    8512332","         13986053408.30","     312431"
"HDFC","EQ","16-Apr-2020","       1596.30","       1590.00","       1663.70","       1575.00","       1630.00","       1625.75","       1623.76","    7892749","         12815967215.50","     241563"
"HDFC","EQ","17-Apr-2020","       1625.75","       1690.00","       1738.00","       1652.40","       1680.00","       1680.60","       1688.58","    8954559","         15120478543.35","     325105"
"HDFC","EQ","20-Apr-2020","       1680.60","       1709.80","       1738.00","       1673.40","       1734.00","       1727.70","       1709.85","    7372380","         12605653593.10","     203023"
"HDFC","EQ","21-Apr-2020","       1727.70","       1670.00","       1694.80","       1651.10","       1665.00","       1669.70","       1676.04","    6604554","         11069479447.90","     180701"
"HDFC","EQ","22-Apr-2020","       1669.70","       1669.70","       1679.00","       1626.15","       1670.00","       1664.15","       1659.27","    5301750","          8797052694.15","     192440"
"HDFC","EQ","23-Apr-2020","       1664.15","       1674.90","       1687.00","       1651.60","       1656.00","       1663.45","       1666.79","    4419421","          7366264029.95","     173378"
"HDFC","EQ","24-Apr-2020","       1663.45","       1603.00","       1624.95","       1569.10","       1588.00","       1580.30","       1599.71","    7166440","         11464230351.30","     298693"
"HDFC","EQ","27-Apr-2020","       1580.30","       1618.10","       1652.15","       1585.35","       1600.60","       1591.45","       1620.72","    5719079","          9269017193.80","     198621"
"HDFC","EQ","28-Apr-2020","       1591.45","       1615.80","       1725.00","       1612.65","       1724.00","       1715.80","       1671.93","    7691600","         12859811307.05","     233697"
"HDFC","EQ","29-Apr-2020","       1715.80","       1734.00","       1845.00","       1726.00","       1827.95","       1836.75","       1803.34","   11881509","         21426401017.60","     374646"
"HDFC","EQ","30-Apr-2020","       1836.75","       1857.00","       1927.00","       1855.50","       1916.15","       1916.00","       1894.76","    8237079","         15607316366.45","     279673"
"HDFC","EQ","04-May-2020","       1916.00","       1856.00","       1856.00","       1708.30","       1724.85","       1724.35","       1756.37","    6040202","         10608844799.65","     255869"
"HDFC","EQ","05-May-2020","       1724.35","       1745.00","       1769.50","       1678.00","       1697.00","       1689.90","       1723.19","    7807204","         13453332182.70","     248587"
"HDFC","EQ","06-May-2020","       1689.90","       1709.00","       1777.55","       1680.00","       1735.00","       1732.15","       1736.02","    8781437","         15244720856.40","     250369"
"HDFC","EQ","07-May-2020","       1732.15","       1730.00","       1745.95","       1697.65","       1707.00","       1703.90","       1716.17","    3349484","          5748291661.35","     114586"
"HDFC","EQ","08-May-2020","       1703.90","       1737.00","       1742.00","       1685.00","       1689.75","       1689.70","       1705.93","    4420831","          7541626740.25","     129326"
"HDFC","EQ","11-May-2020","       1689.70","       1712.50","       1722.00","       1652.10","       1660.00","       1658.45","       1682.44","    4677500","          7869617983.70","     154839"
"HDFC","EQ","12-May-2020","       1658.45","       1630.00","       1682.80","       1587.10","       1671.90","       1674.10","       1626.65","    7019332","         11417987222.90","     244690"
"HDFC","EQ","13-May-2020","       1674.10","       1747.00","       1749.50","       1698.00","       1716.00","       1712.75","       1721.21","    5734243","          9869849432.50","     205554"
"HDFC","EQ","14-May-2020","       1712.75","       1685.00","       1693.00","       1628.10","       1636.20","       1632.40","       1656.59","    5424770","          8986603023.95","     201771"
"HDFC","EQ","15-May-2020","       1632.40","       1649.00","       1657.75","       1609.00","       1634.00","       1633.80","       1633.41","    5610025","          9163464257.55","     245689"
"HDFC","EQ","18-May-2020","       1633.80","       1633.50","       1637.65","       1506.40","       1518.55","       1512.05","       1552.96","    8460262","         13138490500.35","     326536"
"HDFC","EQ","19-May-2020","       1512.05","       1570.00","       1591.75","       1512.00","       1545.00","       1539.85","       1553.92","    9261076","         14390950083.75","     254429"
"HDFC","EQ","20-May-2020","       1539.85","       1550.00","       1640.00","       1545.00","       1634.50","       1627.00","       1587.90","    6847043","         10872414709.35","     236795"
"HDFC","EQ","21-May-2020","       1627.00","       1632.90","       1651.80","       1590.00","       1595.00","       1597.30","       1622.80","    7056092","         11450632312.15","     201899"
"HDFC","EQ","22-May-2020","       1597.30","       1582.00","       1596.70","       1501.50","       1515.85","       1516.15","       1530.24","   12034389","         18415563254.95","     388675"
"HDFC","EQ","26-May-2020","       1516.15","       1516.00","       1568.15","       1486.00","       1506.40","       1502.15","       1513.16","   12752510","         19296553195.20","     410460"
"HDFC","EQ","27-May-2020","       1502.15","       1513.00","       1578.00","       1490.00","       1570.55","       1570.40","       1534.78","   12428432","         19074883798.90","     387154"
"HDFC","EQ","28-May-2020","       1570.40","       1580.00","       1643.80","       1577.00","       1633.00","       1623.70","       1620.61","   10262028","         16630724097.35","     301812"
"HDFC","EQ","29-May-2020","       1623.70","       1615.90","       1676.35","       1590.90","       1667.00","       1658.90","       1639.09","   13809103","         22634377816.75","     365281"
"HDFC","EQ","01-Jun-2020","       1658.90","       1706.60","       1764.85","       1701.30","       1732.00","       1737.70","       1737.54","    8056778","         13998949950.00","     245505"
"HDFC","EQ","02-Jun-2020","       1737.70","       1737.70","       1822.35","       1732.15","       1817.00","       1813.55","       1781.74","    8319067","         14822382977.65","     263037"
"HDFC","EQ","03-Jun-2020","       1813.55","       1835.20","       1859.45","       1823.10","       1833.00","       1835.65","       1834.98","    9490542","         17414908522.35","     244160"
"HDFC","EQ","04-Jun-2020","       1835.65","       1815.00","       1828.40","       1759.00","       1761.65","       1764.30","       1780.40","    7617538","         13562275959.90","     237971"
"HDFC","EQ","05-Jun-2020","       1764.30","       1775.00","       1788.95","       1740.60","       1775.00","       1766.60","       1765.00","    6691738","         11810902053.90","     188004"
"HDFC","EQ","08-Jun-2020","       1766.60","       1801.00","       1818.90","       1748.35","       1764.00","       1760.80","       1779.66","    6209421","         11050687673.10","     228341"
"HDFC","EQ","09-Jun-2020","       1760.80","       1763.20","       1826.75","       1746.00","       1771.00","       1772.10","       1783.01","    9065372","         16163605936.75","     217301"
"HDFC","EQ","10-Jun-2020","       1772.10","       1784.00","       1820.00","       1782.00","       1810.55","       1809.30","       1799.91","    4631195","          8335723847.15","     193292"
"HDFC","EQ","11-Jun-2020","       1809.30","       1805.00","       1826.00","       1781.35","       1790.00","       1787.45","       1798.66","    5383998","          9683993674.05","     185203"
"HDFC","EQ","12-Jun-2020","       1787.45","       1710.00","       1809.00","       1710.00","       1790.00","       1792.20","       1758.75","    5936632","         10441025680.15","     233124"
"HDFC","EQ","15-Jun-2020","       1792.20","       1786.95","       1805.25","       1726.00","       1752.00","       1751.65","       1752.20","    5082387","          8905360147.80","     179412"
"HDFC","EQ","16-Jun-2020","       1751.65","       1785.00","       1834.00","       1768.05","       1820.00","       1821.90","       1810.53","    7453412","         13494649113.70","     246998"
"HDFC","EQ","17-Jun-2020","       1821.90","       1819.00","       1847.15","       1786.00","       1793.40","       1794.65","       1819.98","    6816822","         12406472037.00","     192356"
"HDFC","EQ","18-Jun-2020","       1794.65","       1790.00","       1869.00","       1787.30","       1847.50","       1855.95","       1830.89","    5334835","          9767504641.65","     189444"
"HDFC","EQ","19-Jun-2020","       1855.95","       1854.00","       1867.50","       1814.00","       1840.30","       1835.10","       1836.92","   12199449","         22409404203.05","     226788"
"HDFC","EQ","22-Jun-2020","       1835.10","       1850.80","       1874.20","       1813.10","       1820.50","       1819.40","       1838.07","    4782899","          8791308097.80","     179418"
"HDFC","EQ","23-Jun-2020","       1819.40","       1820.00","       1845.00","       1803.05","       1843.15","       1838.10","       1822.13","    5043383","          9189697465.95","     209547"
"HDFC","EQ","24-Jun-2020","       1838.10","       1825.00","       1869.00","       1788.60","       1797.65","       1797.75","       1836.40","    7029207","         12908465796.75","     190784"
"HDFC","EQ","25-Jun-2020","       1797.75","       1782.20","       1811.00","       1761.90","       1775.95","       1777.80","       1786.92","    5939864","         10614080664.35","     206434"
"HDFC","EQ","26-Jun-2020","       1777.80","       1793.85","       1799.90","       1752.40","       1772.00","       1769.35","       1769.13","    5731517","         10139812236.95","     156336"
"HDFC","EQ","29-Jun-2020","       1769.35","       1755.00","       1775.00","       1726.25","       1742.75","       1741.15","       1738.95","    3948941","          6867005319.55","     116201"
"HDFC","EQ","30-Jun-2020","       1741.15","       1751.15","       1792.70","       1747.20","       1761.00","       1754.65","       1771.08","    6325246","         11202532937.30","     180511"
"HDFC","EQ","01-Jul-2020","       1754.65","       1764.00","       1844.80","       1760.40","       1836.80","       1835.15","       1814.94","    6991685","         12689494939.75","     227684"
"HDFC","EQ","02-Jul-2020","       1835.15","       1852.95","       1899.00","       1842.60","       1892.85","       1889.45","       1876.73","    6480519","         12162214411.75","     202734"
"HDFC","EQ","03-Jul-2020","       1889.45","       1905.55","       1908.00","       1867.30","       1883.00","       1885.20","       1884.90","    4430264","          8350618471.40","     150339"
"HDFC","EQ","06-Jul-2020","       1885.20","       1903.25","       1909.25","       1864.55","       1871.55","       1868.70","       1890.70","    5073705","          9592857012.80","     130366"
"HDFC","EQ","07-Jul-2020","       1868.70","       1880.00","       1892.35","       1857.00","       1883.85","       1886.75","       1880.18","    4157365","          7816606426.80","     132982"
"HDFC","EQ","08-Jul-2020","       1886.75","       1895.00","       1907.00","       1871.00","       1872.00","       1886.05","       1892.99","    2885754","          5462703206.50","     112635"
"HDFC","EQ","09-Jul-2020","       1886.05","       1871.30","       1947.90","       1865.00","       1944.50","       1941.85","       1929.50","    6703324","         12934045670.75","     174261"
"HDFC","EQ","10-Jul-2020","       1941.85","       1915.00","       1931.90","       1876.25","       1888.50","       1886.00","       1899.85","    3853348","          7320788674.45","     153438"
"HDFC","EQ","13-Jul-2020","       1886.00","       1905.00","       1907.20","       1840.00","       1853.65","       1845.55","       1862.45","    3403604","          6339056787.25","     163322"
"HDFC","EQ","14-Jul-2020","       1845.55","       1825.00","       1825.30","       1770.50","       1793.10","       1791.60","       1792.02","    5529793","          9909526728.75","     212015"
"HDFC","EQ","15-Jul-2020","       1791.60","       1809.00","       1821.90","       1782.00","       1797.00","       1789.90","       1803.21","    3994980","          7203769834.40","     147688"
"HDFC","EQ","16-Jul-2020","       1789.90","       1792.00","       1794.70","       1750.00","       1790.00","       1787.80","       1774.16","    4230162","          7504975484.90","     154071"
"HDFC","EQ","17-Jul-2020","       1787.80","       1800.00","       1821.95","       1784.05","       1812.05","       1805.85","       1806.59","    4240987","          7661742109.05","     113416"
"HDFC","EQ","20-Jul-2020","       1805.85","       1844.00","       1844.00","       1801.00","       1804.05","       1806.05","       1816.19","    3915997","          7112184282.85","     142802"
"HDFC","EQ","21-Jul-2020","       1806.05","       1816.50","       1900.95","       1815.00","       1887.00","       1883.65","       1869.58","    6884035","         12870275135.15","     236947"
"HDFC","EQ","22-Jul-2020","       1883.65","       1895.50","       1898.95","       1851.50","       1897.70","       1881.05","       1872.11","    5538884","         10369413956.80","     199916"
"HDFC","EQ","23-Jul-2020","       1881.05","       1881.05","       1910.00","       1871.60","       1872.25","       1875.80","       1891.88","    3647242","          6900158053.60","     121783"
"HDFC","EQ","24-Jul-2020","       1875.80","       1854.00","       1857.80","       1817.00","       1841.00","       1841.30","       1834.05","    3309356","          6069531974.80","     148129"
"HDFC","EQ","27-Jul-2020","       1841.30","       1841.30","       1861.95","       1824.00","       1853.00","       1850.75","       1842.36","    3724639","          6862134768.10","     166745"
"HDFC","EQ","28-Jul-2020","       1850.75","       1859.35","       1907.00","       1844.50","       1892.00","       1897.35","       1876.95","    4346193","          8157568543.65","     175005"
"HDFC","EQ","29-Jul-2020","       1897.35","       1885.00","       1918.50","       1867.20","       1879.65","       1877.30","       1890.21","    7413828","         14013720596.85","     202540"
"HDFC","EQ","30-Jul-2020","       1877.30","       1880.00","       1900.70","       1804.00","       1804.95","       1810.65","       1848.21","    7473426","         13812489030.95","     243718"
"HDFC","EQ","31-Jul-2020","       1810.65","       1805.00","       1811.20","       1759.00","       1786.50","       1781.95","       1783.75","    7746014","         13816965912.60","     234358"
"HDFC","EQ","03-Aug-2020","       1781.95","       1781.00","       1781.95","       1730.10","       1744.00","       1739.80","       1756.06","    4648927","          8163809657.20","     199001"
"HDFC","EQ","04-Aug-2020","       1739.80","       1749.00","       1794.45","       1743.40","       1783.85","       1781.10","       1773.16","    4722583","          8373874927.85","     201026"
"HDFC","EQ","05-Aug-2020","       1781.10","       1784.40","       1811.50","       1766.25","       1780.00","       1776.70","       1787.48","    5576455","          9967784417.55","     166848"
"HDFC","EQ","06-Aug-2020","       1776.70","       1798.25","       1805.70","       1762.05","       1778.45","       1783.75","       1784.36","    6004624","         10714415040.60","     169297"
"HDFC","EQ","07-Aug-2020","       1783.75","       1774.95","       1781.80","       1763.00","       1779.90","       1777.70","       1773.89","    5129995","          9100051953.15","     146649"
"HDFC","EQ","10-Aug-2020","       1777.70","       1794.00","       1811.00","       1789.30","       1796.60","       1798.95","       1800.45","    3030917","          5457022247.20","     102333"
"HDFC","EQ","11-Aug-2020","       1798.95","       1813.00","       1846.75","       1810.50","       1829.00","       1826.75","       1834.41","    4944312","          9069914818.50","     167219"
"HDFC","EQ","12-Aug-2020","       1826.75","       1825.75","       1837.70","       1802.00","       1821.00","       1814.20","       1820.21","    3606317","          6564247309.35","     129657"
"HDFC","EQ","13-Aug-2020","       1814.20","       1818.50","       1823.65","       1799.55","       1810.00","       1804.85","       1807.52","    3769538","          6813503042.60","     129725"
"HDFC","W3","13-Aug-2020","        180.00","        310.20","        339.00","        299.00","        300.00","        299.95","        311.50","     984600","           306700320.00","        653"
"HDFC","EQ","14-Aug-2020","       1804.85","       1818.60","       1823.75","       1773.25","       1793.75","       1791.70","       1796.65","    6136766","         11025637096.85","     186319"
"HDFC","W3","14-Aug-2020","        299.95","        300.00","        320.00","        300.00","        309.95","        309.00","        310.64","     521400","           161968230.00","        349"
"HDFC","EQ","17-Aug-2020","       1791.70","       1805.00","       1807.85","       1783.85","       1801.95","       1800.55","       1795.17","    4076960","          7318829944.15","     148103"
"HDFC","W3","17-Aug-2020","        309.00","        315.00","        319.50","        312.00","        314.95","        315.40","        315.02","     233400","            73526400.00","         87"
"HDFC","EQ","18-Aug-2020","       1800.55","       1801.10","       1825.40","       1795.95","       1819.05","       1820.70","       1813.53","    3413536","          6190549505.40","     141811"
"HDFC","W3","18-Aug-2020","        315.40","        319.90","        325.00","        319.90","        321.20","        322.25","        322.27","     149400","            48147360.00","        174"
"HDFC","EQ","19-Aug-2020","       1820.70","       1835.00","       1835.90","       1818.05","       1827.55","       1827.95","       1828.01","    2934730","          5364712976.60","      85358"
"HDFC","W3","19-Aug-2020","        322.25","        325.00","        329.00","        323.00","        324.90","        323.25","        324.84","      57000","            18515910.00","         77"
"HDFC","EQ","20-Aug-2020","       1827.95","       1803.00","       1807.95","       1782.25","       1786.20","       1785.15","       1792.46","    2702815","          4844694752.70","     108995"
"HDFC","W3","20-Aug-2020","        323.25","        310.25","        323.00","        310.10","        320.00","        320.70","        317.71","      34800","            11056260.00","         48"
"HDFC","EQ","21-Aug-2020","       1785.15","       1800.00","       1824.70","       1787.15","       1803.00","       1804.05","       1808.25","    3466213","          6267781524.35","     103783"
"HDFC","W3","21-Aug-2020","        320.70","        327.75","        335.00","        324.00","        328.50","        328.50","        332.07","     366000","           121538820.00","        254"
"HDFC","EQ","24-Aug-2020","       1804.05","       1814.95","       1849.00","       1811.00","       1828.10","       1829.85","       1834.18","    3816127","          6999449567.25","     124182"
"HDFC","W3","24-Aug-2020","        328.50","        338.00","        342.95","        335.00","        335.00","        337.70","        339.94","     372600","           126660810.00","        153"
"HDFC","EQ","25-Aug-2020","       1829.85","       1843.75","       1852.40","       1817.05","       1831.40","       1829.60","       1834.86","    2646159","          4855322296.25","     111918"
"HDFC","W3","25-Aug-2020","        337.70","        344.00","        344.00","        333.00","        335.00","        335.00","        336.14","      27600","             9277410.00","         37"
"HDFC","EQ","26-Aug-2020","       1829.60","       1837.00","       1837.80","       1803.60","       1810.75","       1816.00","       1816.89","    3187424","          5791196460.05","     122481"
"HDFC","W3","26-Aug-2020","        335.00","        333.00","        335.00","        332.00","        333.80","        333.80","        333.30","      13200","             4399590.00","         15"
"HDFC","EQ","27-Aug-2020","       1816.00","       1832.00","       1883.00","       1830.00","       1863.50","       1864.10","       1864.76","    8648531","         16127391613.05","     256931"
"HDFC","W3","27-Aug-2020","        333.80","        340.00","        344.00","        338.00","        339.95","        339.55","        340.57","     109200","            37190280.00","        136"
"HDFC","EQ","28-Aug-2020","       1864.10","       1871.00","       1889.00","       1862.80","       1881.00","       1883.25","       1879.87","    4903981","          9218857511.65","     167080"
"HDFC","W3","28-Aug-2020","        339.55","        340.00","        347.80","        335.30","        344.00","        345.30","        340.46","      78000","            26555700.00","        113"
"HDFC","EQ","31-Aug-2020","       1883.25","       1898.50","       1921.90","       1797.55","       1825.00","       1832.60","       1852.71","    7604691","         14089296213.80","     225537"
"HDFC","W3","31-Aug-2020","        345.30","        352.75","        352.75","        320.00","        327.00","        331.70","        335.39","      76200","            25557030.00","        111"
"HDFC","EQ","01-Sep-2020","       1832.60","       1858.00","       1884.00","       1831.85","       1850.95","       1851.20","       1856.63","    3793458","          7043063271.60","     119717"
"HDFC","W3","01-Sep-2020","        331.70","        338.95","        339.00","        322.00","        336.00","        336.55","        334.92","      37200","            12458970.00","         57"
"HDFC","EQ","02-Sep-2020","       1851.20","       1849.85","       1849.95","       1810.00","       1829.50","       1827.20","       1827.63","    4235148","          7740280047.40","     145879"
"HDFC","W3","02-Sep-2020","        336.55","        322.00","        335.05","        322.00","        335.00","        334.70","        333.10","      48600","            16188840.00","         70"
"HDFC","EQ","03-Sep-2020","       1827.20","       1831.00","       1842.80","       1803.45","       1811.25","       1808.75","       1818.65","    3350617","          6093597264.60","     143556"
"HDFC","W3","03-Sep-2020","        334.70","        336.00","        336.00","        330.20","        330.20","        330.35","        331.89","      24600","             8164530.00","         32"
